Ascenseur,Caméra de surveillance,Celliers,Chambres,Chauffage central,Climatisation,Jardin,Jardin privatif,Pack domotique,Parking,Parking sous sol,Piscine Collective,Piscine Privative,Salles de bains,Suite parentale,Superficie,Terrasse,Type de bien,Type de transaction,category,currency,description,favorites,id,image_count,location_coordinates,location_delegation,location_governorate,page_number,phone,price,published_date,salle de sport,scraped_at,seller_email,seller_is_shop,seller_name,seller_phone,sold,title,url,views
,,,12,,,,,,,,,,2,,498,,,À Vendre,maison_villas,TND,"A vendre villa à EL Menzah 9B 
Très bon emplacement proche du marché et clinique Espoir . Le terrain est de 498 m2 et 550 m2 de surface bâti . Composé de 3 niveaux et un studio indépendant S+ 1 avec salle d'eau.
Le rez de jardin comporte un salon + salle à manger , un séjour, une grande salle, une petite chambre , salle de bain et cuisine.
Le rez de chaussée est composé d'un grand salon avec véranda + salle à manger, un séjour, une cuisine et une salle d'eau.
Le premier étage se compose d'une chambre parentale très vaste et 3 autres chambres à coucher,une salle de bain, une grande terrasse avec vue panoramique sur le grand Tunis et un balcon.
La villa est équipé de chauffage central,  entourée de jardin des quatre côtés et comporte un grand garage.
",0,692f251b145e1617cbaf7dba,10,,El Menzah 9,Tunis,19,+21623278364,1050000,2025-12-02T17:42:51.000Z,,2025-12-17T18:20:46.414528,,False,Mohamed Refaat,+21623278364,False,A VENDRE VILLA MENZAH 9 B ,https://www.tayara.tn/item/maisons-et-villas/tunis/el-menzah-9/a-vendre-villa-menzah-9-b/692f251b145e1617cbaf7dba/,0
,,,4,,,,,,,,,,3,,450,,,À Vendre,maison_villas,TND,"Bâtie sur un terrain de 450 m² avec une surface totale couverte équivalente a 450  m² , cette villa est idéalement située en 3ème position par rapport à la plage, au sein d’une résidence sécurisée avec accès privé à la mer.

Elle se compose comme suit :

2eme Rez-de-chaussée : Spacieux salon, séjour lumineux, cuisine équipée, salle d’eau.

 Etage : Une suite parentale avec dressing, deux chambres avec balcon offrant une vue sur la mer.

1er Rez de chaussé  : Espace polyvalent aménageable selon vos besoins.

Extérieur : Grande terrasse, Jardin, Double garage.
Titre foncier 
Climatisation – Résidence privée – Accès plage
Prix demandé : 1 080 000 DT",0,68c5e9b5e33e2deec931221e,5,,Chatt mariem,Sousse,19,+21699904113,1080000,2025-12-03T13:33:24.000Z,,2025-12-17T18:20:48.381637,immodulac.tunisie@yahoo.fr,True,immobiliere du lac,+21699904113,False,Villa Accès privé a la plage  a Chat Mariem,https://www.tayara.tn/item/maisons-et-villas/sousse/chatt-mariem/villa-accs-priv-a-la-plage-a-chat-mariem/68c5e9b5e33e2deec931221e/,0
,,,6,,,,,,,,,,3,,880,,,À Vendre,maison_villas,TND,"villa superficie 880 m2 composée villa 4 pièces +  véranda + salle de bain  +2 salles d'eau + grande cuisine + cave  avec armoire 
jumelée avec un appartement une chambre à coucher + un grand salon et cuisine + salle de bain 
à l'extérieur un studio 2 chambres + salle de bain + cuisine 
dans le jardin 2 pièces pour les outils et le matériel de jardinage 
un puits  ancien modèle pour arrosage ",0,6930e3f9145e1617cbb038f7,1,,Le Bardo,Tunis,19,+21696458361,850000,2025-12-04T01:29:29.000Z,,2025-12-17T18:20:50.311252,,False,Samia,+21696458361,False,villa 880 m2 à  vendre,https://www.tayara.tn/item/maisons-et-villas/tunis/le-bardo/villa-880-m2-vendre/6930e3f9145e1617cbb038f7/,0
,,,6,,,,,,,,,,1,,416,,,À Vendre,maison_villas,TND,"Cette villa S+6 située dans un environnement calme et agréable, bâtie sur un terrain de 416 m², avec une surface construite de 238 m², répartie sur deux niveaux. 
Au rez-de-chaussée, vous trouverez un salon lumineux et une salle à manger ouvrant directement sur le jardin, une cuisine indépendante spacieuse et entièrement équipée avec four, hotte et plaque de cuisson, une suite parentale avec dressing, une chambre à coucher avec dressing, une deuxième suite parentale ainsi qu’un point d’eau supplémentaire. 
À l’étage, la villa offre un salon convivial, deux suites parentales avec salles de bain privatives, et une chambre à coucher avec dressing. 
À l’extérieur, un jardin piscinable, une pompe de recyclage d’eau est installée pour une gestion optimale, une cuisine extérieure est à disposition pour les repas en plein air, et un abri pour deux voitures vient compléter les prestations de cette propriété.
 La villa est équipée du chauffage central et de la climatisation en split system
",0,68ce751407c7711d7c71145a,12,,La Soukra,Ariana,19,+21652161515,850000,2025-12-03T15:24:50.000Z,,2025-12-17T18:20:52.226606,contact.sk2@tecnocasa.tn,True,Tecnocasa Soukra 2,+21652161515,False,Villa S+6 en vente à la soukra ,https://www.tayara.tn/item/maisons-et-villas/ariana/la-soukra/villa-s6-en-vente-la-soukra/68ce751407c7711d7c71145a/,0
,,,4,,,,,,,,,,1,,150,,,À Vendre,maison_villas,TND,"Superbe maison proche de la mer dans le quartier prisé de Khezama-Est, Sousse


Description :
Située à Khezama-Est, cette magnifique maison individuelle vous offre un cadre de vie exceptionnel avec un jardin entourant la propriété.
À seulement 10 minutes de la mer, cette demeure est idéale pour les familles à la recherche de confort et de tranquillité.

Surface Habitable : 300 m²

Rez-de-chaussée :
- Salon spacieux
- Cuisine équipée
- Salle d'eau
- 1 chambre

1er étage :
- 3 chambres confortables
- 1 salle de bain moderne

Équipements :
- Jardin tout autour de la maison
- Chauffage central
- Garage privé
- Puits de récupération des eaux de pluie

Accès :
- Facilement accessible par l'autoroute (Tunis à 120 km)
- Proche de toutes les commodités et services.

Titres:
- Titre foncier individuel

Prix : 1 100 000 TND (324 000 €)

Ne manquez pas cette opportunité unique d'acquérir une maison de rêve à Khezama-Est, Sousse.
Pour plus d'informations ou pour organiser une visite, contactez-nous dès aujourd'hui !",0,692f13c2265523b710ee9e81,10,,Khzema,Sousse,19,+21620223874,1100000,2025-12-02T16:28:50.000Z,,2025-12-17T18:20:54.210506,,False,Taoufik Ben Abdallah,+21620223874,False,"Maison Khezama-Est, Sousse",https://www.tayara.tn/item/maisons-et-villas/sousse/khzema/maison-khezamaest-sousse/692f13c2265523b710ee9e81/,0
,,,3,,,,,,,,,,1,,400,,,À Vendre,maison_villas,TND," Prestige Immodab vous propose à la vente une charmante villa à Oued Ellil
 Emplacement calme et résidentiel
 Caractéristiques du bien :
	Salon spacieux + salle à manger
3 chambres à coucher
Grande terrasse
Jardin 
Abri pour voiture
	Cuisine équipée
	2 Salles d'eau + douche
Superficie du terrain : 400 m²
Surface bâtie : 180 m²
Prix : 650 000 dinars (à négocier) CONTACT/ 53300244
",0,692f054b145e1617cbaf6b1b,12,,Oued Ellil,La Manouba,19,+21653300244,650000,2025-12-02T15:27:07.000Z,,2025-12-17T18:20:56.077220,prestigeimmodab@gmail.com,True,PRESTIGE IMMODAB,+21653300244,False,Avendre  Villa à Oued Ellil 400m2,https://www.tayara.tn/item/maisons-et-villas/la-manouba/oued-ellil/avendre-villa-oued-ellil-400m2/692f054b145e1617cbaf6b1b/,0
,,,9,,,,,,,,,,8,,240,,,À Vendre,maison_villas,TND,"villa à vendre propre et ne pas terminé à radis 4 itage 
",0,693066c1145e1617cbb0054b,7,,Radès,Ben Arous,19,+21656925898,0,2025-12-03T16:35:13.000Z,,2025-12-17T18:20:58.042352,,False,yassinsayar,+21656925898,False,résidence à vendre ,https://www.tayara.tn/item/maisons-et-villas/ben-arous/rads/rsidence-vendre/693066c1145e1617cbb0054b/,0
,,,3,,,,,,,,,,1,,400,,,À Vendre,maison_villas,TND,"A vendre ou A louer une villa spacieuse S+3 entourée d'un superbe jardin avec un studio et un garage.
Description:
_ Type de bien: villa+studio+garage.
_ Superficie total: 400 M2
_ localisation: cité sfayhi rue 42926N6 Sidi Hcine Sedjoumi .
_ Prix : négociable
Composition :
_3 chambres à coucher confortables avec rangement dans le chambre d'enfant.
_salle de bains
_ cuisine 
_jardin spacieux 
Appel à l'action :
N'hésitez pas à me contacter pour organiser une visite.je serai ravis de vous le faire découvrir.
Veuillez me contacter sur Tel & WhatsApp :
+216 28638211


",0,692efe80265523b710ee91ba,8,,Sidi Hassine,Tunis,19,+21628638211,400,2025-12-02T14:58:08.000Z,,2025-12-17T18:20:59.912689,,False,Jebali sana,+21628638211,False,Vente ou location villa,https://www.tayara.tn/item/maisons-et-villas/tunis/sidi-hassine/vente-ou-location-villa/692efe80265523b710ee91ba/,0
,,,4,,,,,,,,,,2,,270,,,À Vendre,maison_villas,TND,"Cette villa individuelle, d’une superficie de 220 m² répartie sur deux niveaux, est implantée sur un terrain de 270 m². Elle bénéficie d’une belle terrasse et d’une piscine.

Au rez-de-chaussée, vous découvrirez un salon lumineux et spacieux, ouvert sur la terrasse et la piscine.
La cuisine est indépendante, équipée de plusieurs éléments de rangement, et donne également accès à la terrasse.
Une chambre à coucher avec placard, une salle de douche ainsi qu’un débarras complètent la partie jour.

À l’étage, un séjour avec vue sur la mer ouvre sur la partie nuit, composée d’une suite parentale avec dressing, et de deux autres chambres avec placards. L’ensemble partage une salle d’eau.

Le deuxième étage offre une grande terrasse avec vue mer et une kitchenette, idéale pour les moments de détente en plein air.

La villa est entièrement équipée de chauffage central et de climatiseurs en système Split.",0,6874d22694cd0376dcdddd63,10,,Hammamet Nord,Nabeul,19,+21629510900,540000,2025-12-04T06:45:06.000Z,,2025-12-17T18:21:01.828882,contact.h2@tecnocasa.tn,True,tecnocasa hammamet nord ,+21629510900,False,villa individuelle pour la vente ,https://www.tayara.tn/item/maisons-et-villas/nabeul/hammamet-nord/villa-individuelle-pour-la-vente/6874d22694cd0376dcdddd63/,0
,,,4,,,,,,,,,,2,,387,,,À Vendre,maison_villas,TND,"Quartier résidentiel calme et sécurisé; Cite HIDHAB FOUCHENA proche de la zone industrielle El-Mghira et d'El Mourouj.

Supercifie 387 m
Cuisine bien équipée 
Gaz de ville 
Deux garage 
3 chambre à coucher avec une grande salon , salle de bain et un toilette, grand jardin avec des arbres fruitiers sur les quatre côtés  
Cave 
للبيع بيت فحي الهضاب فوشانة أو التغيير بسانية يحتوي  على ثلاث غرف نوم و صالة  بيت حمام و بيت راحة و حديقة دائرة بالمنزل و مرأبين المساحة الجملية للأرض 387 متر والمساحة المبنية 250م مع إمكانية بناء طابقين
 ملكية فردية لست وسيط , مالك المنزل ولذالك فضلاً وليس أمر المنزل الأن على وجه الكراء الرجاء الجدية و التأكد قبل الإتصال  رقم الهاتف 27075180
فضلا و ليس امراً المنزل يحتوي على 387متر مربع تراب و 260متر بني الرجاء التقييم قبل الالإتصال الي عندو  أقل من السوم التراب مغير ميتعب روحو و يطلب  شكرا لتفهم",0,692d7f70145e1617cbaebcc8,10,,Fouchana,Ben Arous,20,+21627075180,0,2025-12-01T11:43:44.000Z,,2025-12-17T18:21:03.762417,,False,skander,+21627075180,False,à vendre une villa ,https://www.tayara.tn/item/maisons-et-villas/ben-arous/fouchana/-vendre-une-villa/692d7f70145e1617cbaebcc8/,0
,,,3,,,,,,,,,,3,,600,,,À Vendre,maison_villas,TND,"Villa a route sokra KLM 4 sfax 
Tel:22331860",0,692dbbd3145e1617cbaee07c,1,,Route SOKRA,Sfax,20,+216,0,2025-12-01T16:01:23.000Z,,2025-12-17T18:21:05.625428,,False,Anonym användare,+21622331860,False,Villa,https://www.tayara.tn/item/maisons-et-villas/sfax/route-sokra/villa/692dbbd3145e1617cbaee07c/,0
,,,4,,,,,,,,,,3,,670,,,À Vendre,maison_villas,TND,"A vendre à Hammamet sud (Monchar) une villa S+4 
300m²/635m²de terrain
Prix :890 mille dinars 
Tél/whatsapp : 53721106
",0,68138ebcc1f8f57898e6fff9,12,,,,20,+21653721106,890000,2025-12-01T08:41:33.000Z,,2025-12-17T18:21:07.497141,maktaritana@yahoo.fr,True,Pro-Immobilière,+21650499055,False,A vendre à Hammamet sud (Monchar) une villa S+4 ,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/a-vendre-hammamet-sud-monchar-une-villa-s4/68138ebcc1f8f57898e6fff9/,0
,,,10,,,,,,,,,,7,,900,,,À Vendre,maison_villas,TND," vente une belle villa s+5 et plus de 900m², située à Borj touil au gouvernorat d'Ariana, à usage d'habitation. Cette villa érigée sur 4 niveaux, avec ascenseur, avec une belle vue sur la montagne, se compose d'une entrée, 3 cuisines dont une indépendante, de 13 pièces, 5 chambres une suite parentale, 6 salles d'eau, 2 wc séparés, avec place de parking à l'extérieur et au sous-sol; un u jardin, une piscine, n'hésitez pas à nous contacter , nous serons à votre disposition pour de plus amples informations.",0,692dbcf2145e1617cbaee11b,1,,Raoued,Ariana,20,+21629677320,2500000,2025-12-01T16:06:10.000Z,,2025-12-17T18:21:09.514976,,False,mouna hosni,+21629809613,False,villla borj taouil,https://www.tayara.tn/item/maisons-et-villas/ariana/raoued/villla-borj-taouil/692dbcf2145e1617cbaee11b/,0
Ascenseur,Caméra de surveillance,Celliers,2,Chauffage central,Climatisation,,,,Parking,,,,2,Suite parentale,145.3,Terrasse,Appartement,À Vendre,maison_villas,TND,"Découvrez cet appartement S+2 de 145,3 m², au 2 ème étage d'une résidence haut de gamme dans un emplacement stratégique à proximité du Manouba Technopole du Campus Universitaire de Manouba et de la station métro Palais El-Warda, offrant ainsi une accessibilité optimale et un cadre de vie agréable dans un environnement dynamique et bien desservi , Cest un Excellent choix pour une petite famille avec 2 adorables enfants

Cette résidence vous offre :
-Ascenseur
-Parterre en grés dans la masse 1er choix
- Menuiserie en Aluminium prestige Double Vitrage
-Volets roulants électrique
-Cuisine agencée
-Robinetterie et sanitaire de qualité
- Dressing agencé
-Climatisation individuelle
-Chauffage central
- Isolation phonique Isolation thermique
- Celliers en sous-sol
-Intérphone
-Caméra de surveillance dans les locaux communs
Les places de parking ne sont pas comprises 19 000DT la place de parking en plus.",0,690dce53145e1617cb9e7f95,9,,La Manouba,La Manouba,20,+21658309020,366000,2025-12-16T13:47:55.000Z,,2025-12-17T18:21:11.431101,commercial@batisco.tn,True,Résidence EDDIAR,+21658309020,False,A vendre S+2 au 3 ème étage,https://www.tayara.tn/item/immobilier-neuf/la-manouba/la-manouba/a-vendre-s2-au-3-me-tage/690dce53145e1617cb9e7f95/,0
,,,5,,,,,,,,,,4,,300,,,À Vendre,maison_villas,TND,"Rez de chaussée S+2 avec jardin, garage et piscine, 1er etage, s+3.",0,692ecf0d145e1617cbaf4998,9,,Le Kram,Tunis,20,+21698642722,,2025-12-02T11:35:41.000Z,,2025-12-17T18:21:13.378089,,False,Kais Bouchhioua ,+21698642722,False,Villa a 2 etages ,https://www.tayara.tn/item/maisons-et-villas/tunis/le-kram/villa-a-2-etages/692ecf0d145e1617cbaf4998/,0
,,,10,,,,,,,,,,5,,600,,,À Vendre,maison_villas,TND,"
✨ Vous rêvez de 𝐜𝐚𝐥𝐦𝐞, 𝐝’𝐞𝐬𝐩𝐚𝐜𝐞, 𝐝𝐞 𝐥𝐮𝐦𝐢𝐞̀𝐫𝐞 𝐞𝐭 𝐝’𝐮𝐧𝐞 𝐯𝐮𝐞 𝐚̀ 𝐜𝐨𝐮𝐩𝐞𝐫 𝐥𝐞 𝐬𝐨𝐮𝐟𝐟𝐥𝐞 ? tout ce que vous recherchez est ici...
🏠 Villa R+3 moderne : idéale pour une grande famille ou un investissement haut standing d'une 𝑺𝒖𝒑𝒆𝒓𝒇𝒊𝒄𝒊𝒆 𝟓𝟒𝟎 𝒎².
✦ 𝐑𝐞𝐳-𝐝𝐞-𝐜𝐡𝐚𝐮𝐬𝐬𝐞́𝐞 ( 𝗚𝗿𝗮𝗻𝗱 𝗦+𝟯 )  𝐢𝐧𝐝𝐞́𝐩𝐞𝐧𝐝𝐚𝐧𝐭𝐞  : 
- Jardin soigneusement entretenu
- Grand abri voiture (jusqu’à 3 véhicules)
- Grand salon lumineux, salle d’eau invités
- Cuisine principale équipée + 3 chambres à Coucher avec salle de bain 
🪜 𝐄́𝐓𝐀𝐆𝐄 𝟏 – 𝐄𝐧𝐭𝐫𝐞́𝐞 𝐢𝐧𝐝𝐞́𝐩𝐞𝐧𝐝𝐚𝐧𝐭𝐞 :
-  2 Grand salon lumineux
- Cuisine  équipée  salle de bain 
- Espace commun à aménager selon vos envies
🪜  𝐄́𝐓𝐀𝐆𝐄 𝟐 :
-5 chambres à coucher dont  Une suite parentale  avec une vue panoramique et une grande salle de bain avec baignoire + chambre de rangements + une salle de bain 
📍 Emplacement premium – à quelques minutes du centre-ville de Tunis, dans un quartier calme, sécurisé et proche de tout 🏙️
💎 Un bien d’exception pour une vie d’exception.

le prix de vente  est négociable : 1.5 MD
___________________________________________
📞📞 📞 𝐂𝐨𝐧𝐭𝐚𝐜𝐭𝐞𝐳-𝐧𝐨𝐮𝐬 𝐝𝐞̀𝐬 𝐦𝐚𝐢𝐧𝐭𝐞𝐧𝐚𝐧𝐭  𝐩𝐨𝐮𝐫 𝐩𝐥𝐚𝐧𝐢𝐟𝐢𝐞𝐫 𝐮𝐧𝐞 𝐯𝐢𝐬𝐢𝐭𝐞 📱  +𝟐𝟏𝟔  𝟓𝟎 𝟭𝟳𝟗 𝟓𝟳𝟗 / +𝟐𝟏𝟔 𝟐𝟒 𝟐𝟒 𝟳𝟎 𝟎𝟗
🔹 Immobilière Ghayloun – “Vivez le luxe”",0,692eab23145e1617cbaf315c,9,,El Manar 1,Tunis,20,+21650179579,1500000,2025-12-02T09:02:27.000Z,,2025-12-17T18:21:15.246750,,False,IMMO GHAYLOUN,+21650179579,False,🏡 🏡𝐀  𝐕𝐄𝐍𝐃𝐑𝐄 – 𝐕𝐈𝐋𝐋𝐀 𝐑+𝟯 𝐚̀ 📍𝐌𝒂𝐧𝒂𝗿 𝟏 📍,https://www.tayara.tn/item/maisons-et-villas/tunis/el-manar-1/-/692eab23145e1617cbaf315c/,0
,,,9,,,,,,,,,,5,,303,,,À Vendre,maison_villas,TND,"💒💒Immo Ezemzmi met à la Vente une Villa💒💒
💒Villa R+2 au Bardo-centre  💒
💒Composition
📍RDC : Jardin et garage pour 2 voitures +  Salon + 3 Chambres à coucher + Cuisine + Salle a manger + Salle de Bain + Salle d'eau 
📍Premier étage : Un grand terrasse + Salon + 3 Chambres à coucher + Cuisine + Salle a manger + Salle de Bain + Séchoir 
📍Deuxième étage : Un grand terrasse + Salon + 2 Chambres à coucher + Cuisine + Salle a manger + Salle de Bain + Séchoir 
💒Superficie : 303 m²
💒Prix : 650 000 Négociable
💻Notre équipe commerciale est à votre disposition pour vous assister dans le choix de votre demande
📲📲 22 608 139📲📲
📲📲 24 104 281📲📲
📲📲 28 623 456📲📲
📲📲 71 581 518📲📲",0,6924415eda5d3acb89b3377a,12,,Le Bardo,Tunis,20,+21622608139,650000,2025-12-02T13:28:15.000Z,,2025-12-17T18:21:17.191588,agenceimmobliereezemzmi@gmail.com,True,Agence Immobilière Ezemzmi,+21622608139,False,A vendre : Villa R+2 au Bardo-centre ,https://www.tayara.tn/item/maisons-et-villas/tunis/le-bardo/a-vendre-villa-r2-au-bardocentre/6924415eda5d3acb89b3377a/,0
,,,3,,,,,,,,,,2,,117,,,À Vendre,maison_villas,TND,"منزل كائن بزنقه العزوزه بين طريق تنيور وطريق تونس كلم 4.5 منطقه راقيه وجيره 
حسنه 
المنزل مركوب ملصق من جهتين 
المهم انو الجهه الشرقيه والجهه القبليه سايبين
يتكون المنزل من ثلاثه غرف، بيت صالة و 
وسطية و مطبخ 
و 2 بيوت راحة و حمام و تراس صغير في المدخل
الثمن 110 مليون 
بالنسبه للصور ممكن على الوتساب 
لان الطياره ما يدعمش الصور عاليه الجوده
",0,692dca95265523b710ee124b,1,,Route TANIOUR,Sfax,20,+21625528185,110,2025-12-01T17:04:21.000Z,,2025-12-17T18:21:19.009694,,False,Anonym användare,+21625528185,False,فرصه لا تعوض منزل للبيع زنقه العزوزه طريق تنيور,https://www.tayara.tn/item/maisons-et-villas/sfax/route-taniour/-/692dca95265523b710ee124b/,0
,,,4,,,,,,,,,,2,,320,,,À Vendre,maison_villas,TND,"Belle villa R+1 à vendre à Radès, située dans un quartier calme récemment loti qui abrite des villas standing.
• Titre foncier
• Superficie totale du terrain : 260 m²
• Surface bâtie R+1: 320 m² (160 m² RDC + 160 m² 1E)
• Grand Salon+SM
• Séjour
• Cuisine +Kitchenette
• 2 chambres
• Suite parentale +Dressing
• 2 SdB + douche
• Jardin et terrasse à l'arrière + petit jardin a l'entrée 
• Garage 
Possibilité de construire R+2 Selon le  plan d'aménagement, 

Contact : 22183088 (appel etWhatsApp)",0,692db450265523b710ee05c0,5,,Radès,Ben Arous,20,+21622183088,900000,2025-12-01T15:29:20.000Z,,2025-12-17T18:21:20.928899,,False,Majid Mbarek ,+21622183088,False,Vente belle villa à RADES,https://www.tayara.tn/item/maisons-et-villas/ben-arous/rads/vente-belle-villa-rades/692db450265523b710ee05c0/,0
,,,7,,,,,,,,,,4,,4000,,,À Vendre,maison_villas,TND,"a vendre, une exceptionnelle propriété de 4 080 m² de terrain située dans un endroit calme.
la villa possède une situation idéale, elle se trouve à l'entrée de cabelet ben ammar sur la route principale et elle est à 5 mn du géant.
cette demeure pourra être une excellente propriété pour une grande famille, un projet de maison d’hôtes, la villa est de type s7 de très haut standing
à l'extérieur, vous bénéficiez d'un grand jardin, un débarras, un garage, une cuisine extérieure, 2 studios pour le gardien et la domestique et une belle piscine avec débordement, deux locaux sont aussi à la vente avec la villa .

Localisation : Cebalet Ben Ammar, sur la route principale, à côté du club d'équitation et du café Kaizen

surface terrain: 4 080 m²

Surface habitable : 1 000 m²

Prix : / 2 900 000 TND

Tel: 98 312 537",0,692ee5ff265523b710ee8193,3,,Sidi Thabet,Ariana,20,+21698312537,2900000,2025-12-02T13:13:35.000Z,,2025-12-17T18:21:22.825742,hanafiraouf@yahoo.com,False,ramyff,+21698312537,False,Villa de maitre Cebalet ben ammar 5 mn de Geant,https://www.tayara.tn/item/maisons-et-villas/ariana/sidi-thabet/villa-de-maitre-cebalet-ben-ammar-5-mn-de-geant/692ee5ff265523b710ee8193/,0
,,,5,,,,,,,,,,3,,245,,,À Vendre,maison_villas,TND,"‼️𝑵𝙊𝑼𝙑𝑬𝘼𝑼𝙏𝑬́‼️
          #𝓂𝒶𝒾𝓈ℴ𝓃 𝓈𝓊𝓇 𝒹ℯ𝓊𝓍 ℯ́𝓉𝒶ℊℯ𝓈 
            📍𝐛𝐨𝐫𝐣 𝐚𝐫𝐢𝐟 𝐦𝐚𝐡𝐝𝐢𝐚

💥𝐑𝐞́𝐟𝐞́𝐫𝐞𝐧𝐜𝐞: ho27996

✅Surface terrain : 113 m² . 
✅Surface bâtit : 245 m². 
📌 au RDC :
✅ salon 🛋
✅ deux chambres à coucher
✅ cuisine 🍹
✅ salle d’eau🚿
✅garage 
📌En 1ér étage :
✅ salon ouvert sur balcon  🛋
✅cuisine 
✅ deux chambres à coucher
✅ salle d’eau🚿
✅terrasse
📌En 2 éme étage :
✅studio
✅terrasse 

#prix : 300.000 dinars

➡️𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱'𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 🧏‍♀️ 5𝟑6𝟗0𝟏6𝟗 , 𝘃𝗲𝘂𝗶𝗹𝗹𝗲𝘇 𝘃𝗶𝘀𝗶𝘁𝗲𝗿 𝗻𝗼𝘁𝗿𝗲 𝘀𝗶𝘁𝗲:👇👇https://agencehana.tn/property/a-vendre-maison-sur-deux-etages-avec-garage/",0,68d5026d516f1ddb82e2a3ed,3,,Mahdia,Mahdia,20,+21653690169,300000,2025-12-01T08:37:24.000Z,,2025-12-17T18:21:24.774355,agence.hana1@gmail.com,True,AGENCE EL HANA ORBI,+21653690169,False,𝒂̀ 𝒗𝒆𝒏𝒅𝒓𝒆 𝒎𝒂𝒊𝒔𝒐𝒏 𝒔𝒖𝒓 𝒅𝒆𝒖𝒙 𝒆́𝒕𝒂𝒈𝒆𝒔 𝒂𝒗𝒆𝒄 𝒈𝒂𝒓𝒂𝒈𝒆,https://www.tayara.tn/item/maisons-et-villas/mahdia/mahdia/-/68d5026d516f1ddb82e2a3ed/,0
,,,8,,,,,,,,,,2,,245,,,À Vendre,maison_villas,TND,"Un bien immobilier dans un emplacement calme et stratégique, pour un commerce ou une habitation.

Composé de :
+ 2 maisons jumelées (rez de chaussée)
+ un étage inachevé
+ un jardin
+ un local commercial (garage)

A Beja Sud (beja ville), sur la route principale vers Tunis
قرب قصر الرئيس
بجانب إدارة الفلاحة




",0,692ef58c145e1617cbaf608c,5,,,,20,+21695796166,0,2025-12-02T14:19:56.000Z,,2025-12-17T18:21:26.647583,sttormentt@gmail.com,False,A K,+21655539393,False,عقار للبيع في باجة - A vendre à Béja centre,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/-a-vendre-bja-centre/692ef58c145e1617cbaf608c/,0
,,,3,,,,,,,,,,3,,280,,,À Vendre,maison_villas,TND,"À vendre : Villa jumelée et indépendante à Borj Cedria

Emplacement agréable, calme et proche de toutes commodités

Terrain : 231 m² | Surface bâtie : 280 m² | Villa sur 2 niveaux + studio indépendant

Rez-de-chaussée :

Salon spacieux et lumineux

Cuisine aménagée et équipée

Petit jardin et place de parking

Premier étage :

2 chambres à coucher

Suite parentale avec salle de bain équipée d’un jacuzzi, dressing et WC indépendant

Deuxième étage :

Studio indépendant avec grande terrasse

Villa alliant confort, élégance et fonctionnalité

Opportunité rare pour une famille recherchant un cadre de vie paisible et résidentiel à Borj Cedria",0,68fb870bd0d95991e10411da,11,,Borj Cedria,Ben Arous,20,+21623610010,450000,2025-12-01T16:38:19.000Z,,2025-12-17T18:21:28.592030,contact.bc@tecnocasa.tn,True,Tecnocasa Borj Cedria,+21623610010,False,À vendre : Villa jumelée et indépendante à Borj Cedria,https://www.tayara.tn/item/maisons-et-villas/ben-arous/borj-cedria/-vendre-villa-jumele-et-indpendante-borj-cedria/68fb870bd0d95991e10411da/,0
,,,4,,,,,,,,,,2,,110,,,À Vendre,maison_villas,TND,"منزل للبيع بغدير القلة بين ديار بن محمود و المرناقية بها كامل المستلزمات الحاجيات في حي ممتاز
مرحبا بكم
29378309",0,692dd570145e1617cbaeeefd,5,,Hraïria,Tunis,20,+21629378309,150000,2025-12-01T17:50:40.000Z,,2025-12-17T18:21:30.581139,,False,weslati nidhal,+21629378309,False,منزل للبيع بغدير القلة بجانب ديار بن محمود الدندان,https://www.tayara.tn/item/maisons-et-villas/tunis/hraria/-/692dd570145e1617cbaeeefd/,0
,,,4,,,,,,,,,,1,,4,,,À Vendre,maison_villas,TND,منزل للبيع حي البساتين المنيهلة اريانة مقابل التكوين المهني مساحته 300م طابق أرضي دبو مرئاب وطابق علوي 3 غرف وصالة ومطبخ ودوش للإتصال 97015160-97249159 ,0,692d69a6265523b710edd899,10,,Mnihla,Ariana,20,+21697015160,0,2025-12-01T10:10:46.000Z,,2025-12-17T18:21:32.473381,,False,habib,+21697015160,False,منزل ,https://www.tayara.tn/item/maisons-et-villas/ariana/mnihla/692d69a6265523b710edd899/,0
,,,1,,,,,,,,,,1,,1,,,À Vendre,maison_villas,TND,"à vendre 16 semelles de dimension 1m * 1 m ferraillages 12 mm, 10 poteaux de hauteur 2 m ferraillage de 12 mm + 60 cadres ferraillage 6 mm",0,692eab21265523b710ee5bae,2,,,,20,+21622444175,600,2025-12-02T09:02:25.000Z,,2025-12-17T18:21:34.366247,,False,Calcu c4,+21622444175,False,semelles et poteaux + cadres,https://www.tayara.tn/item/maisons-et-villas/tunis/tunis/semelles-et-poteaux-cadres/692eab21265523b710ee5bae/,0
